index  ,sic3 ,yr ,ldsal ,lemp,ldnpt,ldrst ,ldrnd ,ldinv
1059,366,78,3.95164,0.0953102,2.249405,1.988828,0.6807759,0.4024755
1059,366,83,4.508294,0.5306283,2.551319,2.709877,1.455812,0.5982438
1059,366,88,4.228652,0.0769611,2.657712,3.129628,1.549719,0.8878752
1060,348,78,5.760625,1.612832,4.778383,3.855542,1.922931,2.735917
1061,382,78,2.584046,-1.07881,0.5769486,-1.080644,-1.115142,0.862953
1061,382,88,3.686801,-0.4034671,1.805606,2.292703,0.7858188,0.8966438
1062,283,88,1.819062,-2.234926,0.8070315,2.810288,2.010061,-0.6038686
1063,331,78,8.476151,3.723136,8.371561,5.118423,3.205674,5.538462
1064,356,73,5.916311,0.6709015,3.44315,2.315168,1.083724,1.731238
1064,356,78,5.980701,0.9555114,3.551246,3.124228,1.921733,2.374697
1065,384,78,0.9482647,-3.218876,1.288369,-1.030984,-2.239072,0.6473376
1066,349,83,2.573826,-1.931022,1.974985,-1.102952,-4.305191,0.1106366
1066,349,88,3.363075,-1.255266,3.353107,-1.299541,-3.64632,1.341024
1067,394,78,4.199681,0.0676587,2.848288,0.3720044,-1.171712,2.579425
1068,335,73,6.973581,2.233021,6.908591,2.834107,1.361987,3.460215
1068,335,78,6.846736,2.10657,6.14432,2.947027,0.7635598,3.357157
1068,335,83,6.263478,1.515127,5.524731,2.883664,0.684675,1.484329
1069,356,73,7.064956,2.713303,5.583925,4.308461,2.442989,3.307259
1069,356,78,7.199696,2.833213,6.191453,4.331065,2.673696,3.838939
1069,356,83,6.757926,2.463768,6.399728,4.512377,2.690041,2.895389
1070,276,78,5.434555,1.067809,4.420529,2.152612,0.6724426,3.075385
1070,276,83,5.668566,1.213428,4.422767,2.981305,2.154453,2.931723
1070,276,88,6.32092,1.604626,4.824649,3.852113,2.515044,3.077061
1071,333,73,8.174882,3.624341,8.160343,5.438826,3.317316,5.480649
1071,333,78,8.392212,3.589059,8.015005,5.486516,3.72114,5.455449
1071,333,83,8.231995,3.360375,8.271271,5.480168,3.46052,5.645127
1071,333,88,8.348575,3.391147,8.016211,5.407271,3.431334,5.632912
1072,280,88,9.208292,4.377893,8.674896,7.915464,6.412678,6.848114
1073,306,73,5.647855,1.095273,4.347537,3.470703,1.665939,3.223234
1073,306,78,5.555184,0.8573897,4.40641,3.44927,1.527125,2.312831
1074,283,73,7.167378,2.617396,5.803025,5.568202,4.062945,3.980447
1074,283,78,7.454849,2.727853,5.974603,5.813564,4.1825,3.790985
1075,284,73,7.147456,2.617396,5.805815,5.631708,4.062945,3.980447
1075,284,78,7.371997,2.727853,5.994545,5.835742,4.1825,3.790985
1075,284,83,7.085395,2.370244,5.872255,5.805814,3.675859,3.543507
1076,221,73,6.155431,2.251292,5.249164,2.61149,1.06522,2.81212
1076,221,78,5.987464,2.197225,5.237632,2.575634,0.6067317,3.231453
1076,221,83,6.032612,2.128232,5.630052,2.545849,0.8877663,3.231652
1077,351,78,6.105171,1.181727,4.237065,3.121285,1.127693,1.473088
1078,367,78,1.414495,-1.966113,0.7254553,0.2856472,-1.569272,-2.018641
1078,367,83,1.566091,-2.322788,0.4877746,0.0350044,-2.036507,-2.447958
1079,363,73,4.619659,0.6678294,3.185778,1.968372,0.0849568,1.726393
1079,363,78,4.614729,0.6418539,3.638254,2.107427,0.4534743,0.5146987
1079,363,83,4.572942,0.2623642,3.313761,2.140023,0.076836,0.507565
1080,356,73,5.183953,1.139434,3.619333,2.118221,0.0894714,1.979374
1080,356,78,5.081248,0.944295,3.714736,1.987892,0.1246809,2.728243
1080,356,88,4.54102,0.2247422,3.31362,2.52933,0.5539407,2.228297
1081,382,73,6.086368,2.269855,4.904006,4.530783,2.470643,2.916361
1081,382,78,6.138232,2.356315,4.798119,4.378729,2.369784,2.707254
1081,382,83,5.952059,2.109849,4.595839,4.213569,2.253834,2.580787
1082,344,78,6.256934,2.00202,4.730645,3.576728,1.845481,3.3176
1082,344,83,6.349531,1.927892,5.04996,3.515205,1.618397,3.015076
1082,344,88,5.950468,1.647312,4.765436,3.395255,0.6085045,1.762977
1083,344,73,6.498443,2.116014,4.672179,3.448477,1.745122,2.76324
1083,344,78,6.256934,2.00202,4.709234,3.573887,1.845481,3.3176
1083,344,83,6.349531,1.927892,5.001259,3.513933,1.618397,3.015076
1084,367,83,3.723041,-0.6500877,2.811985,1.204377,0.2865565,1.186217
1084,367,88,3.957813,-0.6931472,2.930207,2.041072,0.3020709,1.513116
1085,357,73,0.8983999,-0.2306718,2.280761,1.420285,-0.9957178,0.2256218
1085,357,78,1.826472,-0.4732087,1.833894,1.394917,-0.5108257,-0.0059881
1085,357,83,2.904021,-0.6931472,2.309681,1.378959,-0.5420544,1.226107
1086,376,73,3.715147,-0.6443571,2.38678,3.116761,-0.1803531,0.2529673
1086,376,78,4.046412,-0.2484614,2.374281,2.505001,-0.412044,1.137163
1087,376,73,9.020361,4.608574,7.347692,6.768477,5.072708,5.945122
1087,376,78,9.148272,4.738021,7.69226,6.531877,4.60024,5.838122
1087,376,83,9.013479,4.63188,7.825659,6.767542,5.653416,6.189682
1087,376,88,9.397079,4.719926,7.863879,7.479351,6.030778,6.290993
1088,367,73,4.061034,0.3940671,3.782666,2.746143,1.113282,2.039253
1088,367,78,4.467513,0.7035924,3.75591,2.86448,1.227625,2.189901
1088,367,83,4.706436,0.8320392,4.275167,3.177259,1.693953,1.862604
1088,367,88,5.083159,1.127847,4.170624,3.622132,2.181209,2.686682
1089,282,73,7.555091,2.911046,7.075844,6.182294,4.438761,5.435357
1089,282,78,7.573322,2.569401,7.128224,6.288415,4.378969,4.596642
1089,282,83,7.589895,2.43177,7.064557,6.332861,4.727099,4.287319
1089,282,88,7.705916,2.521239,6.981428,6.585242,5.015455,5.795431
1090,372,73,6.868391,2.312733,4.865987,3.882237,2.21781,3.220463
1091,357,83,5.513333,1.952886,4.886625,4.4142,3.682277,3.646833
1092,289,73,5.525087,1.900464,4.514126,3.373425,1.393656,2.215258
1092,289,78,5.22501,1.342865,4.061292,3.283263,0.8903842,1.04915
1093,220,73,4.359734,0.4054651,3.478449,0.7521362,-1.442005,0.9968296
1093,220,78,3.970499,0.1823216,2.952264,0.6214223,-1.585145,1.070868
1094,251,83,4.273781,-0.0202027,2.843276,1.448992,-1.158885,0.5014225
1095,291,78,10.54678,4.551769,10.03196,7.432311,5.936714,8.377417
1095,291,83,10.33622,4.543295,10.51281,7.662646,5.81139,8.194381
1095,291,88,10.79352,4.382027,10.54961,7.755849,5.952051,8.477708
1096,291,88,11.30435,4.89784,11.06041,8.217877,6.463881,8.988533
1097,371,73,6.116816,1.757858,4.379698,2.566294,1.066069,2.940513
1098,353,73,5.436292,0.722706,3.401528,2.91743,1.817693,2.038284
1099,342,88,3.645207,-0.9702191,2.128093,1.076584,-0.4838184,0.5695717
1100,344,73,4.880514,0.5007753,3.365497,0.3181671,-0.3609063,0.8977578
1101,201,73,5.342937,1.879465,4.241095,0.0331394,-1.757858,2.115089
1101,201,78,5.098892,1.481605,4.059851,2.163764,1.272244,1.713125
1102,285,73,7.746132,3.380995,6.387581,5.525475,3.71261,4.722744
1102,285,78,7.723958,3.310543,6.585257,5.46208,3.474915,4.536444
1102,285,83,7.501017,3.198673,6.709445,5.503866,3.605247,3.914421
1103,367,73,2.717265,-0.2231435,1.962434,1.355994,-0.2506109,0.2452303
1104,345,78,5.579448,1.698547,4.947489,3.260529,1.314517,2.187727
1104,345,88,6.03444,1.780699,4.802593,3.534446,1.814211,2.992468
1105,354,73,5.754992,1.414153,4.520763,3.363767,1.491963,3.44521
1105,354,78,5.95172,1.704748,4.838471,3.361677,1.589904,3.05576
1105,354,83,6.126657,1.581244,5.241025,3.419811,2.078035,2.609187
1105,354,88,6.756693,2.077815,5.348672,3.973292,2.748323,3.802742
1106,353,73,4.360887,-0.0512933,2.307042,1.179655,-0.5902528,0.1169555
1106,353,78,3.773416,-0.1165338,2.689268,1.20627,-0.558387,-0.142527
1107,283,88,4.690221,0.3791211,3.244346,0.4089951,0.013436,0.9693335
1108,384,83,3.374233,-1.937942,1.871254,1.429213,0.7004322,0.9520623
1109,262,73,7.957307,3.367296,7.482022,4.389145,2.515429,5.250127
1109,262,78,8.172066,3.459466,7.939632,4.457147,2.697061,5.121607
1109,262,83,8.044023,3.258096,8.344097,4.486345,2.714106,4.888466
1110,227,78,5.443113,0.9364855,3.708536,-0.4456725,-0.486533,1.953557
1110,227,83,5.584411,0.9555114,3.655837,1.240628,0.3279189,1.607809
1110,227,88,5.96672,1.064711,3.856214,1.897477,0.3869371,2.230809
1111,354,78,5.056028,-0.0779615,2.284968,1.527388,-0.0819571,0.4064597
1111,354,83,4.083954,-0.4620355,2.466857,1.609654,-0.7356579,-0.6982467
1112,381,73,5.864841,1.928037,4.515593,4.929986,2.980844,3.610985
1112,381,78,5.325737,1.400444,3.520858,4.703813,2.103734,1.935838
1112,381,83,6.393889,2.240071,4.753818,4.721014,3.336294,4.192272
1113,262,73,6.888565,2.054124,5.659551,4.54847,1.237874,4.17892
1114,283,78,5.771236,0.8329091,4.592659,1.887291,0.1891289,1.878211
1114,283,83,5.340935,0.8127064,4.963378,2.553223,1.491374,2.193601
1115,283,78,5.771236,0.8329091,4.595708,2.034579,0.1891289,1.878211
1115,283,83,5.340935,0.8127064,5.012079,2.586982,1.491374,2.193601
1115,283,88,5.797234,1.435084,5.158356,3.308667,2.324375,2.898016
1116,283,73,7.358101,2.653242,5.944966,5.818548,4.456293,4.566388
1116,283,78,7.590727,2.884801,6.507616,6.226132,4.679258,4.33887
1116,283,83,7.695474,3.198673,7.045251,6.518384,5.09232,5.197243
1116,283,88,7.933729,3.109061,7.166672,6.957502,5.662356,5.04066
1117,208,73,7.386627,1.86408,6.718941,2.342365,1.194072,5.069341
1118,384,83,2.366935,-2.071473,0.357895,-0.1153339,-0.5498214,-0.8175646
1119,366,73,3.628402,-0.0758017,2.385639,2.200304,0.8730026,0.9518783
1119,366,78,4.839209,0.9555114,2.854925,2.680413,1.951049,2.128232
1119,366,83,5.827075,1.569449,4.055696,3.905819,3.211741,2.585244
1119,366,88,6.23534,1.236924,3.79295,4.748452,3.368162,2.2868
1120,262,73,7.760536,3.020425,7.535914,5.505811,3.768335,5.289069
1120,262,78,7.884256,3.015535,7.910637,5.638654,3.784525,5.298332
1120,262,83,7.925752,2.833213,8.104693,5.573627,3.495007,5.415082
1120,262,88,8.353141,3.295837,8.283768,5.664599,4.138446,6.204243
1121,284,78,3.230569,-1.89712,1.727818,-0.9374977,-2.239072,0.3127386
1122,363,73,7.084338,3.048989,6.088313,4.267097,2.655979,4.084495
1122,363,78,6.953254,2.940642,5.562826,4.236782,2.321584,4.287777
1122,363,83,6.638693,2.822747,5.554343,4.240078,2.35709,3.489082
1123,357,78,1.438737,-0.7465479,1.392618,0.0321973,-0.5845134,0.0452301
1124,367,73,2.994456,0,2.644184,1.292647,0.4535513,0.9885536
1124,367,78,3.450029,0.1823216,2.876091,1.616221,-0.1948589,0.9765289
1125,283,73,7.098363,2.791165,5.403716,5.940743,4.670155,4.125412
1125,283,78,7.347034,2.839078,5.904715,6.316109,4.616483,4.121316
1125,283,83,7.047463,2.302585,6.362881,6.395859,4.76397,4.880827
1126,399,78,4.086491,0.211071,3.60724,1.247894,-0.098101,3.047574
1126,399,83,4.920085,0.3364722,3.695066,2.434472,1.751593,2.936321
1127,356,78,4.473822,-0.486133,1.822139,1.958692,0.2251088,-0.6379808
1127,356,88,3.674092,-1.072945,2.14986,1.2803,-1.35117,-1.300581
1128,367,78,2.860983,-0.6674794,1.339703,0.6531616,-0.815037,0.2141479
1129,367,78,2.879119,-0.3710637,1.814873,1.838294,-0.4145224,0.3396654
1129,367,83,2.441314,-1.12393,1.985516,1.714821,-0.4515032,-0.9478097
1129,367,88,2.943886,-1.214023,1.522285,1.40079,-0.8737311,0.9236565
1130,366,78,3.610028,-0.4292456,3.052804,1.079357,-0.1071837,3.13504
1130,366,83,4.577876,0.1814879,4.290891,1.972131,1.151554,4.020617
1130,366,88,5.020348,0.4599533,4.063558,2.66596,1.278247,4.498035
1131,374,73,3.053978,-1.309333,0.806786,1.754791,-0.4380087,0.5691413
1131,374,78,2.31463,-1.532477,1.029619,1.657382,-0.3660868,-2.380143
1132,310,83,4.60146,-0.2243943,2.946471,2.028447,0.908839,0.734986
1133,394,73,4.978551,0.9843232,3.700107,1.507285,0.0243321,2.043442
1133,394,78,5.022245,0.8484401,3.605944,1.831855,0.1768421,1.464153
1134,283,78,6.221817,0.1823216,3.904953,2.015237,1.369765,3.887883
1134,283,83,6.484428,0.4054651,4.622226,3.264885,1.925947,2.712111
1135,367,73,3.52974,-0.0242927,2.380143,1.942096,0.4597916,0.8926893
1135,367,78,3.781363,0.0741794,2.822533,2.314497,0.6013554,0.4396982
1135,367,83,3.615796,-0.328504,3.016472,2.217865,-0.0401661,0.6148831
1135,367,88,4.422075,0.2287279,3.183712,2.036955,0.4299613,1.857027
1136,291,73,9.632475,3.468233,9.348877,6.76366,5.028536,7.272848
1136,291,78,9.615146,3.554605,9.616253,6.901491,5.230494,7.88169
1136,291,83,9.439328,3.56062,10.25019,7.090627,5.430864,7.737164
1137,291,78,10.1413,4.143135,9.626489,6.99911,5.531249,7.971951
1137,291,83,9.930768,4.127134,10.10732,7.246966,5.405925,7.788635
1137,291,88,10.38807,3.988984,10.14413,7.345826,5.549095,8.072243
1138,371,73,6.531886,2.339785,5.139892,2.827687,1.083724,3.115223
1138,371,78,6.875008,2.656546,5.307151,3.308791,1.869782,3.11504
1138,371,83,6.503483,2.302585,5.338672,3.575842,1.864943,2.939017
1139,285,73,7.416107,3.074821,6.175723,5.628178,3.955403,3.68739
1139,285,78,7.436603,2.891205,6.291804,5.511752,2.398193,3.225244
1139,285,83,7.672167,2.963157,6.191913,4.962496,2.433751,3.532892
1139,285,88,7.540012,2.809824,5.672066,4.683975,2.781307,4.242795
1140,372,73,3.835597,-0.3974969,2.132888,1.915262,0.2740427,0.2587311
1140,372,78,3.789981,-0.1875351,1.84669,2.105317,0.5160577,0.8470846
1140,372,83,4.322667,0.3694925,3.040396,2.346608,0.9427103,0.916901
1140,372,88,4.427259,-0.0512933,2.419416,2.575948,0.6587458,0.5245443
1141,225,73,4.563763,1.335001,3.59401,2.361978,0.6694701,0.7798483
1141,225,78,4.641377,1.223776,3.255107,2.244044,0.0464454,0.6300007
1142,372,73,8.214306,3.504506,7.112841,5.825774,4.322108,4.592258
1142,372,78,8.695323,3.901973,6.950181,6.49269,5.183808,4.979304
1142,372,83,8.740547,4.007333,7.183301,6.972236,5.435778,4.937127
1143,349,73,6.783598,1.84055,5.789003,3.861172,2.345258,4.062495
1143,349,78,6.834263,1.94591,5.520941,3.958745,2.343223,3.957168
1144,325,88,4.858404,0.3715636,4.117486,1.605678,-0.1509352,2.914927
1145,367,88,3.353698,-1.272966,3.334634,2.650419,0.3928252,0.5623913
1146,357,88,5.177319,0.0535407,2.402571,3.84766,3.150628,3.023363
1147,367,73,3.226227,-0.5412848,2.660971,2.540622,1.51008,1.84452
1147,367,83,4.248735,0.7997569,3.547352,3.659799,2.306515,2.107775
1147,367,88,4.84876,0.9790777,4.23076,4.275209,2.871351,2.543546
1148,382,73,4.49113,0.5877866,2.749686,2.771597,1.223486,0.7978871
1148,382,78,5.011405,1.081805,3.292737,3.026467,1.823226,1.665733
1149,371,78,5.12767,0.6119371,3.352362,0.4527449,-1.198523,2.068184
1149,371,83,4.618534,0.2623642,3.731303,0.574703,-1.252763,2.033515
1149,371,88,5.168805,0.388658,4.042556,0.7176183,-0.6692798,2.743034
1150,366,73,8.457051,4.804021,7.114527,6.180159,4.476553,5.711199
1150,366,78,8.105386,4.394449,6.603234,6.014768,3.840685,4.562481
1150,366,83,7.853808,4.007333,6.580181,5.906773,4.186685,4.896913
1151,381,83,3.331522,-1.155183,2.241986,2.16429,0.4397415,0.9013269
1152,354,73,5.637891,1.499846,4.115946,3.306439,1.541149,2.493144
1153,364,73,3.795871,-0.5108256,1.990963,0.8487922,-0.9824727,0.8501297
1154,382,83,2.204825,-2.145581,-0.2351687,1.451456,-0.3766382,-0.9530729
1155,371,73,7.296674,2.879479,5.848617,5.31294,3.443004,4.089993
1155,371,78,7.170301,2.60269,5.855059,5.146597,3.226454,3.791995
1155,371,83,6.842599,2.302585,6.06006,5.119894,3.292916,3.063334
1155,371,88,6.911193,2.442347,6.031837,4.930539,2.173873,3.51404
1156,353,78,6.513976,1.935282,5.593018,3.67751,2.585913,4.297001
1156,353,88,5.735258,0.9555114,4.929718,4.666396,2.575668,2.981576
1157,201,73,5.191319,1.018125,3.718703,0.6494861,-0.9957178,2.588342
1158,283,73,7.038184,2.487071,5.852081,6.309616,4.596115,3.689065
1158,283,78,7.617656,2.80874,6.049821,6.442767,4.842158,4.712337
1158,283,83,8.145156,3.444161,7.241506,6.903591,5.696251,5.467815
1158,283,88,8.403303,3.727138,7.274315,7.46712,6.170358,5.671824
1159,203,73,5.362844,0.2677345,3.806718,0.7018897,-0.5858181,2.374617
1160,342,78,6.165456,1.740466,4.376432,2.9751,1.489768,3.162827
1160,342,83,6.216571,1.686399,4.774591,3.392813,1.889215,2.541354
1160,342,88,6.756918,1.974081,4.988399,3.900825,2.547102,3.591378
1161,367,73,5.316281,1.68306,4.34061,4.011644,2.55963,1.727276
1162,367,78,3.442903,-0.2876821,2.835318,2.829529,1.763495,1.233387
1162,367,83,3.480674,-0.4845083,3.311649,3.061618,0.9312513,1.100645
1163,367,73,3.706896,0.5306283,3.832195,0.3980651,-0.8943654,1.467291
1163,367,78,3.41529,0.0723207,2.778541,1.004626,-0.2293101,0.4643908
1163,367,83,3.745809,0.1570037,3.15806,1.620644,0.3699719,2.105547
1164,365,78,7.909573,3.299976,6.890787,6.663424,5.565023,5.652405
1164,365,83,8.392229,3.753121,7.439505,7.289718,6.060526,5.506439
1164,365,88,9.746406,4.368181,8.177258,8.064451,6.946921,7.203123
1165,275,78,3.804847,-0.5310283,2.435445,0.7952079,-1.585145,-0.6812776
1165,275,83,4.174543,-0.7133499,2.379226,0.5315211,-1.753145,-0.0299454
1166,262,73,4.608133,-0.4400566,3.819755,1.293654,-1.244179,0.5128087
1166,262,78,4.555335,-0.4732087,3.571842,1.518365,0.1188752,0.9759667
1167,371,78,4.058274,-0.3298939,2.418974,0.897432,-1.376506,1.111465
1168,384,78,3.15015,-1.114742,0.0565778,2.162124,0.5487845,-0.7515355
1169,371,88,3.499256,-1.760261,0.9282808,0.6443071,-0.4544727,0.3501361
1170,381,78,4.728928,0.7884574,3.196356,1.722755,-0.4219944,1.481944
1170,381,83,4.991223,0.9555114,3.799061,1.649117,-0.3427914,1.558519
1170,381,88,5.291775,0.9555114,3.465949,1.943914,0.8485394,1.982744
1171,382,73,3.867703,-0.3930426,1.538493,2.50967,1.437311,0.4112383
1171,382,78,4.613411,0.4574249,2.492095,3.307199,1.965391,1.451299
1171,382,83,4.999935,0.7428893,4.136639,4.038713,2.792358,2.277033
1172,357,73,5.676616,4.592865,7.247872,6.788167,5.885358,6.055354
1172,357,78,6.809254,4.469637,7.010595,7.402558,5.966966,5.985
1172,357,83,7.793298,4.296564,7.24284,7.749975,6.13479,5.75533
1173,367,73,5.580415,2.587764,4.75609,5.11889,2.760041,3.143981
1174,367,88,6.216394,2.104134,5.211143,4.79486,3.188467,3.612599
1175,221,73,7.03187,3.144152,6.390399,2.959135,1.425539,3.926704
1176,361,73,6.914591,2.890372,5.448821,4.557171,2.889824,3.693274
1176,361,78,7.056069,2.985682,5.782842,4.661967,3.037315,4.416914
1176,361,83,7.133592,3.054001,6.372085,4.983141,3.689582,4.505906
1176,361,88,7.39988,3.030134,6.317554,5.403975,3.867288,4.426662
1177,283,73,7.722692,3.496508,6.891318,6.175712,4.584414,4.629391
1177,283,78,7.927458,3.610918,7.114161,6.342905,4.618685,5.083035
1177,283,83,7.673327,3.182212,6.733294,6.499204,5.071215,4.715806
1177,283,88,7.795405,2.89464,6.801206,6.863463,5.647735,5.360652
1178,356,73,5.502752,1.035317,3.514024,3.023173,1.479138,2.089318
1178,356,78,5.222283,0.658038,3.594938,2.777085,-0.3755881,2.3481
1179,343,78,6.353785,1.908801,5.087135,3.113436,1.069785,3.278158
1179,343,83,6.070895,1.547562,5.562195,3.433009,2.520812,2.529911
1180,346,73,5.076728,0.5618989,2.975048,1.445823,-0.3295994,0.9028006
1180,346,78,4.958867,0.5323914,3.394709,1.232536,-0.5163051,1.293704
1181,200,73,7.808283,3.08191,6.803687,4.205387,2.488185,4.298989
1181,200,78,8.05477,3.148453,7.049397,4.418518,2.634362,4.487395
1182,353,78,3.298219,-1.406497,1.594097,1.856452,-0.2129498,-0.993849
1182,353,83,3.654891,-0.6180397,2.30411,1.722085,0.3107547,-0.4213588
1183,357,88,4.421066,-0.6971552,3.827139,3.866622,2.520109,1.408659
1184,291,73,8.439939,2.93508,8.243049,4.782164,2.916305,6.169419
1184,291,78,8.859766,3.184077,9.436965,4.808908,3.205807,7.036753
1184,291,83,8.910746,3.783826,9.735497,5.49718,4.809006,7.756941
1185,276,73,5.810276,1.429593,4.617354,2.367376,0.7329835,1.897988
1185,276,78,5.869359,1.410743,4.31382,2.87555,1.581848,2.750995
1185,276,83,6.03143,1.498283,4.446879,3.202317,1.538354,2.630959
1185,276,88,6.438809,1.849242,4.859752,3.515266,2.120147,3.123239
1186,371,78,3.400726,-0.9649559,2.444162,1.555151,-0.8919981,-0.3502987
1186,371,83,3.6589,-0.9597203,2.277241,1.629013,-0.1269645,-0.0457936
1187,342,73,6.93883,2.901806,5.836811,4.24334,2.574003,4.310449
1187,342,78,7.026119,2.825833,5.792991,4.183508,2.090446,4.023805
1187,342,83,6.9412,2.633686,6.205363,3.99277,2.035903,3.806391
1187,342,88,7.517145,2.943807,6.330981,4.078176,2.550049,4.534146
1188,374,73,5.452236,0.7400308,3.458889,2.33727,1.201507,1.659291
1189,306,78,2.283696,-1.514128,1.056961,0.732557,-1.443646,-1.686996
1189,306,83,2.222109,-1.491655,0.8222819,0.3327049,-2.002605,-2.521161
1190,342,78,4.742617,0.7889118,3.692343,2.141931,0.2994972,1.189389
1190,342,83,4.533113,0.7428893,3.75174,2.154356,0.2780748,0.9221737
1190,342,88,5.097826,1.028547,3.576822,2.254915,0.8926314,2.108325
1191,281,73,7.488666,2.315501,6.845547,5.402934,3.712129,4.860101
1191,281,78,7.645871,2.573833,7.535965,5.648115,4.007691,5.704757
1191,281,83,7.224784,2.273053,7.585876,5.843966,4.263139,4.657944
1192,283,73,7.627209,3.274689,5.993899,5.824507,4.228917,4.381592
1192,283,78,7.785016,3.30857,6.444468,5.988876,4.234724,4.009583
1192,283,83,7.745445,3.154742,6.508496,6.113728,4.511564,4.163276
1193,335,73,5.194642,0,2.548204,1.134797,0.0457361,1.391862
1193,335,78,5.676904,0.449163,2.814157,1.89422,-0.1790483,1.976359
1194,364,73,3.747604,-0.7236063,2.54373,1.030841,-1.154323,0.1409479
1195,220,73,7.559084,3.828641,6.48822,3.818012,1.945558,4.622122
1195,220,78,7.714758,3.770459,6.658591,3.749685,1.755311,4.600008
1195,220,83,7.618515,3.563883,6.93009,3.641426,2.077753,4.807035
1196,381,78,6.169158,2.230014,4.758134,4.687864,2.692631,2.572954
1196,381,83,5.614276,1.704748,4.815627,4.509309,2.249336,1.2001
1197,263,78,6.17079,1.308333,5.679204,1.624769,0.0162605,3.58107
1198,357,78,4.176551,1.871341,4.820619,4.214947,3.433458,4.857705
1198,357,83,6.080878,2.755697,6.093457,5.542948,4.399933,4.67124
1198,357,88,6.922564,2.139831,5.29077,5.945741,4.1774,5.316975
1199,357,88,5.730453,0.537078,3.347238,3.884071,3.421852,2.851976
1200,384,83,4.381967,-0.3797973,2.171231,2.141642,1.169179,0.8690051
1200,384,88,5.118393,0.3421702,2.857632,3.249823,2.466461,2.0502
1201,356,73,7.996273,3.428456,6.37196,5.551752,3.892122,4.6249
1201,356,78,7.704867,3.253084,6.316572,5.486896,3.598883,4.342001
1202,348,78,4.293914,0.2004889,3.092602,0.8202346,-0.822472,0.840022
1202,348,83,4.241385,0.3264219,3.42836,1.025485,-0.2873072,0.9205543
1202,348,88,4.932117,0.3400373,3.418364,1.312198,-0.345011,1.631184
1203,314,78,4.722874,0.6418539,3.027751,1.078343,-0.4345732,1.749849
1203,314,83,4.813698,0.7884574,2.840369,1.356447,-0.2011707,0.662153
1204,357,88,0.8698142,-3.101093,-0.8106871,0.3688413,-1.848406,-1.421942
1205,356,78,5.079397,0.0676587,3.088529,2.474041,1.556245,2.166235
1205,356,83,4.825658,0.0953102,3.829327,3.595635,1.753738,1.901789
1206,357,88,3.92636,-1.619488,0.5245443,2.444293,1.001981,0.398306
1207,382,78,5.349935,1.316676,3.555774,3.532586,2.292369,2.591796
1207,382,83,5.057404,0.976068,3.760869,3.803598,1.954391,2.122499
1207,382,88,5.20069,0.8948628,3.451561,3.745128,1.637823,1.56162
1208,291,73,8.873363,3.218035,8.846634,5.600427,3.81065,6.557532
1208,291,78,9.216836,3.518121,8.897062,5.657225,3.538819,6.799275
1209,363,73,7.269991,3.269569,5.542042,4.746856,3.143069,3.940015
1209,363,78,7.512203,3.332205,5.811029,4.987782,3.376972,3.955054
1210,372,73,6.895833,2.667228,6.046193,5.513719,3.679724,4.280244
1210,372,78,7.109698,2.753661,6.189673,5.599908,3.671767,4.217288
1210,372,83,6.84147,2.595255,6.234131,5.509704,3.785212,4.493892
1210,372,88,7.323382,2.624669,6.356094,5.780417,4.711878,4.452819
1211,362,73,4.284149,0.1823216,3.179707,2.606779,0.7505793,0.5606787
1211,362,78,3.998377,0.0276152,3.141124,2.476964,0.2921801,0.8387324
1211,362,83,3.838393,-0.0565704,2.967253,2.333131,0.8256938,0.2069397
1211,362,88,4.039135,-0.2459005,2.947965,2.933452,1.191137,0.2522866
1212,371,78,4.943209,0.6678294,3.040392,1.127078,-0.6143663,1.729408
1212,371,88,5.287196,0.8754688,3.737878,1.797285,0.6354772,2.848996
1213,329,83,3.399051,-0.8141856,2.064968,0.3391683,-1.031195,-0.0278512
1214,384,73,6.836499,2.765501,5.454833,4.981737,3.576929,3.521092
1214,384,78,6.863205,2.744704,5.522308,5.265985,3.434357,3.457258
1214,384,83,6.448866,2.178268,5.394695,5.259032,2.783913,3.098918
1215,382,83,3.035332,-1.177655,-0.390822,1.668946,0.4302766,-0.9091949
1216,349,73,4.643721,-0.4034671,3.093858,0.4127619,-1.101078,0.8543625
1216,349,78,4.245874,-0.375421,2.82802,0.2789348,-2.044011,0.7138274
1216,349,83,3.715166,-0.614336,2.96248,0.3028339,-1.19911,0.5530546
1217,283,78,2.267253,-1.639897,-0.3481824,-2.808777,-3.928552,-0.3695507
1218,283,73,6.019781,1.677844,5.191701,5.027596,3.631996,3.2258
1218,283,78,6.546746,1.960236,5.822136,5.427083,4.022625,3.528509
1218,283,83,6.963944,2.388763,6.109501,5.932178,4.720406,4.470877
1218,283,88,7.085567,2.261763,6.012392,6.540051,5.349635,4.686409
1219,357,88,5.078819,-0.0965109,2.624711,3.814759,2.226841,1.774755
1220,355,83,2.766396,-1.917323,1.36444,-0.1211069,-1.543073,-2.015412
1220,355,88,3.218201,-1.771957,1.208728,0.8063939,-0.4822522,-2.271931
1221,357,73,0.6462013,-0.4094732,2.711683,3.168707,1.056695,1.044223
1221,357,78,2.440739,0.1034587,2.247514,3.329334,2.119804,1.57265
1222,382,73,4.601943,0.65752,2.743478,2.917271,1.400358,1.190986
1222,382,78,4.593778,0.6205765,2.490241,3.249629,1.56588,0.8490022
1223,366,78,2.832736,-1.093625,1.079018,-1.403024,-1.712979,0.7720411
